RSTB-RXN RSTA-RXN
2TRANSKETO-RXN RIBULPEPIM-RXN
2TRANSKETO-RXN ERYTH4PDEHYDROG-RXN
2TRANSKETO-RXN DAHPSYN-RXN
LUMAZINESYN-RXN RIBOFLAVIN-SYN-RXN
PNKIN-RXN PNPOXI-RXN
R165-RXN RXN0-3381
R165-RXN RXN-7968
R165-RXN RXN-7967
R165-RXN RXN0-6377
R165-RXN DIHYDROPICRED-RXN
R165-RXN PYRROLINECARBREDUCT-RXN
R165-RXN FMN-RED-RXN
R165-RXN RXN0-884
R165-RXN RXN-12105
R165-RXN RXN-12106
R165-RXN RXN-2962
R165-RXN OXAMATE-CARBAMOYLTRANSFERASE-RXN
R165-RXN GLYC3PDEHYDROGBIOSYN-RXN
R165-RXN TSA-REDUCT-RXN
R165-RXN 1.1.1.264-RXN
R165-RXN ISPH2-RXN
R165-RXN NQOR-RXN
R165-RXN FMNREDUCT-RXN
R165-RXN GLUCONATE-5-DEHYDROGENASE-RXN
R165-RXN HOMOSERDEHYDROG-RXN
R165-RXN 1.5.1.34-RXN
R165-RXN R621-RXN
R165-RXN RXN-12445
R165-RXN FAD-RED-RXN
TRANS-RXN0-488 RXN0-1702
TRANS-RXN0-487 TRANS-RXN-241
TRANS-RXN0-487 RXN0-5382
TRANS-RXN0-487 RXN0-16
TRANS-RXN0-486 MMUM-RXN
UDPGLUCEPIM-RXN RXN0-5124
UDPGLUCEPIM-RXN GALACTURIDYLYLTRANS-RXN
UDPGLUCEPIM-RXN RXN0-5377
UDPGLUCEPIM-RXN RXN0-5126
UDPGLUCEPIM-RXN RXN0-5125
UDPGLUCEPIM-RXN TREHALOSE6PSYN-RXN
UDPGLUCEPIM-RXN GALPMUT-RXN
UDPGLUCEPIM-RXN UGD-RXN
UDPGLUCEPIM-RXN RXN0-5120
UDPGLUCEPIM-RXN 2.4.1.58-RXN
LTAA-RXN RXN0-3962
LTAA-RXN GLYCINE--TRNA-LIGASE-RXN
LTAA-RXN AKBLIG-RXN
LTAA-RXN RXN0-6982
LTAA-RXN GCVMULTI-RXN
LTAA-RXN RXN0-6974
LTAA-RXN RXN0-6983
LTAA-RXN RXN0-6984
LTAA-RXN RXN0-6987
LTAA-RXN RXN0-6988
LTAA-RXN RXN0-5234
LTAA-RXN RXN0-1641
LTAA-RXN DEOXYRIBOSE-P-ALD-RXN
LTAA-RXN RXN0-6977
LTAA-RXN GLYOHMETRANS-RXN
LTAA-RXN PHENYLSERINE-ALDOLASE-RXN
LTAA-RXN RXN0-6470
LTAA-RXN RXN-6622
LTAA-RXN RXN0-6563
LTAA-RXN GLUTATHIONE-SYN-RXN
LTAA-RXN GLYRIBONUCSYN-RXN
LTAA-RXN MHPELY-RXN
LTAA-RXN ALCOHOL-DEHYDROG-RXN
LTAA-RXN TRANS-RXN-62B
LTAA-RXN GCVP-RXN
LTAA-RXN RXN0-2022
LTAA-RXN ACETALD-DEHYDROG-RXN
ALKAPHOSPHA-RXN ACID-PHOSPHATASE-RXN
ALKAPHOSPHA-RXN R4-RXN
ALKAPHOSPHA-RXN CARBOXYLESTERASE-RXN
ALKAPHOSPHA-RXN ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN
KETOBUTFORMLY-RXN RXN0-268
KETOBUTFORMLY-RXN TRANS-RXN-1
KETOBUTFORMLY-RXN RXN0-443
KETOBUTFORMLY-RXN PYRIMSYN1-RXN
KETOBUTFORMLY-RXN FORMATETHFLIG-RXN
KETOBUTFORMLY-RXN RXN0-1382
KETOBUTFORMLY-RXN RXN0-3281
KETOBUTFORMLY-RXN FORMATEDEHYDROG-RXN
KETOBUTFORMLY-RXN PROPIONYL-COA-CARBOXY-RXN
KETOBUTFORMLY-RXN 2-METHYLCITRATE-SYNTHASE-RXN
KETOBUTFORMLY-RXN HYDGLUTSYN-RXN
KETOBUTFORMLY-RXN GARTRANSFORMYL2-RXN
KETOBUTFORMLY-RXN PTAALT-RXN
KETOBUTFORMLY-RXN RXN-12274
KETOBUTFORMLY-RXN FHLMULTI-RXN
RXN0-5409 TRANS-RXN0-276
RXN0-5409 RXN0-443
RXN0-5409 TRANS-RXN-1
RXN0-5409 PYRIMSYN1-RXN
RXN0-5409 GARTRANSFORMYL2-RXN
RXN0-5409 FORMATETHFLIG-RXN
RXN0-5409 RXN0-1382
RXN0-5409 RXN-12274
RXN0-5409 RXN0-3281
RXN0-5409 FORMATEDEHYDROG-RXN
RXN0-5409 RXN0-2001
RXN0-5409 FHLMULTI-RXN
GUANOSINEKIN-RXN RXN0-5108
GUANOSINEKIN-RXN GMP-REDUCT-RXN
GUANOSINEKIN-RXN COBALAMINSYN-RXN
GUANOSINEKIN-RXN RXN-7609
GUANOSINEKIN-RXN GUANYL-KIN-RXN
GUANOSINEKIN-RXN GUANPRIBOSYLTRAN-RXN
RXN0-5407 RXN0-5402
RXN0-5407 RXN0-3461
RXN0-5405 RXN-11302
RXN0-5405 UNDECAPRENYL-DIPHOSPHATASE-RXN
RXN0-5405 RXN0-5383
6PGLUCONOLACT-RXN RXN0-5185
6PGLUCONOLACT-RXN PGLUCONDEHYDRAT-RXN
6PGLUCONOLACT-RXN 6PGLUCONDEHYDROG-RXN
RXN0-5402 ALARACECAT-RXN
RXN0-5402 RXN0-5227
RXN0-5402 RXN0-5407
RXN0-5402 RXN0-5240
RXN0-5402 3.4.13.22-RXN
RXN0-5402 DALADEHYDROG-RXN
RXN0-5402 RXN0-6684
RXN0-5402 3.4.16.4-RXN
RXN0-5402 DALADALALIG-RXN
RXN0-5402 TRANS-RXN-62A
URA-PHOSPH-RXN DEOXYADENPHOSPHOR-RXN
URA-PHOSPH-RXN URACIL-PRIBOSYLTRANS-RXN
URA-PHOSPH-RXN URPHOS-RXN
URA-PHOSPH-RXN DEOXYGUANPHOSPHOR-RXN
URA-PHOSPH-RXN DURIDKI-RXN
URA-PHOSPH-RXN RXN0-5398
URA-PHOSPH-RXN RXN0-6444
URA-PHOSPH-RXN THYM-PHOSPH-RXN
URA-PHOSPH-RXN TRANS-RXN-132
URA-PHOSPH-RXN TRANS-RXN-108F
URA-PHOSPH-RXN DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
URA-PHOSPH-RXN DEOXYINOPHOSPHOR-RXN
URA-PHOSPH-RXN RXN0-5332
URA-PHOSPH-RXN RXN0-2584
RXN0-5401 ALARACECAT-RXN
RXN0-5401 RXN0-5227
RXN0-5401 RXN0-5240
RXN0-5401 3.4.13.22-RXN
RXN0-5401 DALADEHYDROG-RXN
RXN0-5401 RXN0-6684
RXN0-5401 3.4.16.4-RXN
RXN0-5401 DALADALALIG-RXN
RXN0-5401 TRANS-RXN-62A
HOMOCYSMET-RXN METHIONINE--TRNA-LIGASE-RXN
HOMOCYSMET-RXN R15-RXN
HOMOCYSMET-RXN RXN0-6721
HOMOCYSMET-RXN HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
HOMOCYSMET-RXN MMUM-RXN
HOMOCYSMET-RXN RXN0-6974
HOMOCYSMET-RXN RNTRACTIV-RXN
HOMOCYSMET-RXN RXN0-6985
HOMOCYSMET-RXN PYRIMSYN1-RXN
HOMOCYSMET-RXN RXN0-6948
HOMOCYSMET-RXN RXN0-5063
HOMOCYSMET-RXN RXN0-4522
HOMOCYSMET-RXN HOMOCYSMETB12-RXN
GLUTKIN-RXN GLUTSEMIALDEHYDROG-RXN
2-OXOPENT-4-ENOATE-HYDRATASE-RXN MHPELY-RXN
RXN0-4341 RXN0-4361
RXN0-4342 5.1.3.20-RXN
RXN0-4361 RXN0-4342
RXN0-5021 RXN0-5039
RXN0-5021 3.1.11.6-RXN
RXN0-5021 RXN0-4261
F16BDEPHOS-RXN GLUCOSAMINE-6-P-DEAMIN-RXN
F16BDEPHOS-RXN 2TRANSKETO-RXN
F16BDEPHOS-RXN TRANS-RXN0-501
F16BDEPHOS-RXN RXN0-313
F16BDEPHOS-RXN TRANSALDOL-RXN
F16BDEPHOS-RXN SORB6PDEHYDROG-RXN
F16BDEPHOS-RXN L-GLN-FRUCT-6-P-AMINOTRANS-RXN
F16BDEPHOS-RXN MANNPDEHYDROG-RXN
F16BDEPHOS-RXN PGLUCISOM-RXN
F16BDEPHOS-RXN 6PFRUCTPHOS-RXN
F16BDEPHOS-RXN MANNPISOM-RXN
CYSTEINE-AMINOTRANSFERASE-RXN RXN0-6945
CYSTEINE-AMINOTRANSFERASE-RXN MERCAPYSTRANS-RXN
RXN0-3461 RXN0-5402
RXN0-3461 RXN0-5401
DARABKIN-RXN DARABALDOL-RXN
CDPREDUCT-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN
CDPREDUCT-RXN 1.8.4.12-RXN
CDPREDUCT-RXN RXN0-6385
CDPREDUCT-RXN RXN0-6277
CDPREDUCT-RXN THIOREDOXIN-REDUCT-NADPH-RXN
CDPREDUCT-RXN RXN-11831
CDPREDUCT-RXN RXN-8668
CDPREDUCT-RXN DCDPKIN-RXN
CDPREDUCT-RXN ADPREDUCT-RXN
PROTEIN-KINASE-RXN 3.1.3.16-RXN
GUANYLCYC-RXN RXN0-5462
GUANYLCYC-RXN COBINPGUANYLYLTRANS-RXN
GUANYLCYC-RXN RXN0-5359
GUANYLCYC-RXN GTP-CYCLOHYDRO-I-RXN
GUANYLCYC-RXN RXN0-262
GUANYLCYC-RXN 3.6.5.1-RXN
GUANYLCYC-RXN RXN-8340
GUANYLCYC-RXN RXN-11409
GUANYLCYC-RXN 2.7.7.13-RXN
GUANYLCYC-RXN URKI-RXN
GUANYLCYC-RXN CYTIDINEKIN-RXN
GUANYLCYC-RXN RXN0-6566
GUANYLCYC-RXN GTPPYPHOSKIN-RXN
GUANYLCYC-RXN GTP-CYCLOHYDRO-II-RXN
GUANYLCYC-RXN RXN0-746
GUANYLCYC-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
PANTEPADENYLYLTRAN-RXN 2.7.8.25-RXN
HYDH-RXN HYDG-RXN
RXN-8770 COBALAMINSYN-RXN
RXN0-443 TRANS-RXN-1
RXN0-443 PYRIMSYN1-RXN
RXN0-443 GARTRANSFORMYL2-RXN
RXN0-443 FORMATETHFLIG-RXN
RXN0-443 RXN0-1382
RXN0-443 RXN-12274
RXN0-443 RXN0-3281
RXN0-443 FORMATEDEHYDROG-RXN
RXN0-443 FHLMULTI-RXN
SEDOBISALDOL-RXN TRANSALDOL-RXN
SEDOBISALDOL-RXN FUCPALDOL-RXN
SEDOBISALDOL-RXN RXN0-5257
SEDOBISALDOL-RXN RXN0-5258
SEDOBISALDOL-RXN QUINOLINATE-SYNTHA-RXN
SEDOBISALDOL-RXN TAGAALDOL-RXN
SEDOBISALDOL-RXN F16ALDOLASE-RXN
SEDOBISALDOL-RXN 2TRANSKETO-RXN
SEDOBISALDOL-RXN DARABALDOL-RXN
SEDOBISALDOL-RXN TRIOSEPISOMERIZATION-RXN
SEDOBISALDOL-RXN RXN0-5260
SEDOBISALDOL-RXN GLYC3PDEHYDROGBIOSYN-RXN
SEDOBISALDOL-RXN RHAMNULPALDOL-RXN
SEDOBISALDOL-RXN METHGLYSYN-RXN
SEDOBISALDOL-RXN DAHPSYN-RXN
SEDOBISALDOL-RXN ERYTH4PDEHYDROG-RXN
MALTACETYLTRAN-RXN AKBLIG-RXN
MALTACETYLTRAN-RXN ACECOATRANS-RXN
MALTACETYLTRAN-RXN ACETOACETYL-COA-TRANSFER-RXN
MALTACETYLTRAN-RXN TDPFUCACTRANS-RXN
MALTACETYLTRAN-RXN RXN0-5231
MALTACETYLTRAN-RXN 2.3.1.180-RXN
MALTACETYLTRAN-RXN ABC-16-RXN
MALTACETYLTRAN-RXN CITSYN-RXN
MALTACETYLTRAN-RXN RXN0-1741
MALTACETYLTRAN-RXN 2.3.1.157-RXN
MALTACETYLTRAN-RXN MALSYN-RXN
MALTACETYLTRAN-RXN AMYLOMALT-RXN
MALTACETYLTRAN-RXN RXN0-6948
MALTACETYLTRAN-RXN ACETYL-COA-ACETYLTRANSFER-RXN
MALTACETYLTRAN-RXN ACP-S-ACETYLTRANSFER-RXN
MALTACETYLTRAN-RXN TRANS-RXN0-473
MALTACETYLTRAN-RXN RXN0-1133
MALTACETYLTRAN-RXN ACETALD-DEHYDROG-RXN
MALTACETYLTRAN-RXN DIHYDLIPACETRANS-RXN
MALTACETYLTRAN-RXN RXN0-5418
MALTACETYLTRAN-RXN SPERMACTRAN-RXN
MALTACETYLTRAN-RXN 2.3.1.118-RXN
MALTACETYLTRAN-RXN SERINE-O-ACETTRAN-RXN
MALTACETYLTRAN-RXN N-ACETYLTRANSFER-RXN
MALTACETYLTRAN-RXN 2-ISOPROPYLMALATESYN-RXN
MALTACETYLTRAN-RXN MALTODEG-RXN
MALTACETYLTRAN-RXN PHOSACETYLTRANS-RXN
MALTACETYLTRAN-RXN KETOACYLCOATHIOL-RXN
MALTACETYLTRAN-RXN RXN0-5055
MALTACETYLTRAN-RXN ACETYL-COA-CARBOXYLTRANSFER-RXN
MALTACETYLTRAN-RXN DIAMACTRANS-RXN
MALTACETYLTRAN-RXN 2.3.1.128-RXN
MALTACETYLTRAN-RXN GALACTOACETYLTRAN-RXN
RSTA-RXN RSTB-RXN
RXN-8348 RXN0-6254
RXN-8348 RXN0-262
NICOTINAMID-RXN NICOTINATEPRIBOSYLTRANS-RXN
RXN0-5423 RXN0-5101
RXN-8344 RXN-8348
RXN0-5001 TRANS-RXN-30
RXN0-5001 RXN0-266
RXN0-5001 RXN-12402
RXN0-5001 ABC-33-RXN
LIPIDXSYNTHESIS-RXN 2.7.4.22-RXN
LIPIDXSYNTHESIS-RXN UDPSUGARHYDRO-RXN
LIPIDXSYNTHESIS-RXN PHOSNACMURPENTATRANS-RXN
LIPIDXSYNTHESIS-RXN GLCNACPTRANS-RXN
LIPIDXSYNTHESIS-RXN RXN-12197
LIPIDXSYNTHESIS-RXN LIPIDADISACCHARIDESYNTH-RXN
H2NEOPTERINALDOL-RXN DARABALDOL-RXN
H2NEOPTERINALDOL-RXN RXN0-6563
H2NEOPTERINALDOL-RXN GLYCOLALDREDUCT-RXN
H2NEOPTERINALDOL-RXN RXN-13418
H2NEOPTERINALDOL-RXN GLYCOLALD-DEHYDROG-RXN
H2NEOPTERINALDOL-RXN H2PTERIDINEPYROPHOSPHOKIN-RXN
PRPPAMIDOTRANS-RXN GLYRIBONUCSYN-RXN
RXN0-5410 RXN-1381
RXN0-5410 R140-RXN
RXN0-5410 ABC-34-RXN
RXN0-5410 RXN0-5260
RXN0-5410 RXN-10462
RXN0-5410 PHOSPHAGLYPSYN-RXN
RXN0-5410 RXN0-5257
RXN0-5410 RXN0-5258
RXN0-5410 TRANS-RXN-22
PYRDAMPTRANS-RXN RXN-8645
PYRDAMPTRANS-RXN 2.6.1.7-RXN
PYRDAMPTRANS-RXN PHEAMINOTRANS-RXN
PYRDAMPTRANS-RXN RXN0-299
PYRDAMPTRANS-RXN ASPAMINOTRANS-RXN
PYRDAMPTRANS-RXN RFFTRANS-RXN
PYRDAMPTRANS-RXN PUTTRANSAM-RXN
PYRDAMPTRANS-RXN RXN0-5240
PYRDAMPTRANS-RXN SUCCINYLDIAMINOPIMTRANS-RXN
PYRDAMPTRANS-RXN SUCCORNTRANSAM-RXN
PYRDAMPTRANS-RXN RXN0-1863
PYRDAMPTRANS-RXN UDP-NACMURALA-GLU-LIG-RXN
PYRDAMPTRANS-RXN 2.5.1.64-RXN
PYRDAMPTRANS-RXN 3.1.3.74-RXN
PYRDAMPTRANS-RXN PSERTRANSAMPYR-RXN
PYRDAMPTRANS-RXN PYRAMKIN-RXN
PYRDAMPTRANS-RXN PMPOXI-RXN
PYRDAMPTRANS-RXN GABATRANSAM-RXN
PYRDAMPTRANS-RXN 2OXOGLUTARATEDEH-RXN
PYRDAMPTRANS-RXN BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PYRDAMPTRANS-RXN 2OXOGLUTDECARB-RXN
PYRDAMPTRANS-RXN TRANS-RXN-23
PYRDAMPTRANS-RXN RXN0-986
PYRDAMPTRANS-RXN TYRAMINOTRANS-RXN
PYRDAMPTRANS-RXN CYSTEINE-AMINOTRANSFERASE-RXN
PYRDAMPTRANS-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN
PYRDAMPTRANS-RXN RXN0-984
PYRDAMPTRANS-RXN RXN0-985
PYRDAMPTRANS-RXN PSERTRANSAM-RXN
PYRDAMPTRANS-RXN BRANCHED-CHAINAMINOTRANSFERVAL-RXN
PYRDAMPTRANS-RXN HISTAMINOTRANS-RXN
PYRDAMPTRANS-RXN RXN-12353
PYRDAMPTRANS-RXN DIAMTRANSAM-RXN
PYRDAMPTRANS-RXN RXN0-1144
RXN0-5413 UDPKIN-RXN
RXN0-5413 NACGLCTRANS-RXN
RXN0-5413 UDPGLCNACEPIM-RXN
RXN0-5413 UDPMANACATRANS-RXN
RXN0-5413 RXN0-5414
RXN0-5413 RXN0-5210
RXN0-5413 2.7.4.22-RXN
RXN0-5413 UDPREDUCT-RXN
RXN0-5413 GLCNACPTRANS-RXN
RXN0-5413 2.4.1.56-RXN
RXN0-5413 UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
RXN0-5413 UDPNACETYLGLUCOSAMACYLTRANS-RXN
RXN0-5413 RXN-12197
RXN0-5413 RXN0-722
RXN0-5413 2.4.1.58-RXN
RXN0-5414 ACSERLY-RXN
RXN0-5414 TRANS-RXN0-275
RXN0-5414 ACECOATRANS-RXN
RXN0-5414 CITC-RXN
RXN0-5414 ACETOACETYL-COA-TRANSFER-RXN
RXN0-5414 ACETATEKIN-RXN
RXN0-5414 RXN0-1981
RXN0-5414 ACETATE--COA-LIGASE-RXN
RXN0-5414 RXN0-5413
RXN-8340 RXN-8342
RXN-8340 RXN0-2787
RXN-8342 RXN-11361
RXN-8342 RXN0-2787
RXN-8342 RXN-8344
QOR-RXN MALATE-DEHYDROGENASE-ACCEPTOR-RXN
QOR-RXN RXN0-6722
QOR-RXN NQOR-RXN
THTOREDUCT-RXN CYT-ACC-RXN
THTOREDUCT-RXN RXN0-6371
THTOREDUCT-RXN CHD-RXN
THTOREDUCT-RXN RXN-821
THTOREDUCT-RXN RXN-6081
THTOREDUCT-RXN RXN-10981
THTOREDUCT-RXN GLYCOLATEDEHYDRO-RXN
THTOREDUCT-RXN 1.2.99.7-RXN
THTOREDUCT-RXN SELENOCYSTEINE-LYASE-RXN
THTOREDUCT-RXN RXN0-3281
THTOREDUCT-RXN CROBETREDUCT-RXN
THTOREDUCT-RXN L-LACTDEHYDROGFMN-RXN
RXN0-3182 RXN0-5195
RXN0-3182 TRANS-RXN0-181
RXN0-3182 3.4.11.2-RXN
RXN0-6571 RXN0-3021
RXN0-6571 ABC-20-RXN
RXN0-6571 RXN0-5250
RXN0-6571 TRANS-RXN-141B
RXN0-4301 RXN0-4341
RXN0-6565 RXN-12886
RXN0-6565 RXN0-6468
RXN0-6565 THYM-PHOSPH-RXN
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN RXN0-5510
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN RXN0-6381
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN RXN0-5509
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN 3.1.27.6-RXN
RXN0-6564 PSERTRANSAMPYR-RXN
RXN0-6564 RXN0-6563
RXN0-6564 1.1.1.262-RXN
RXN0-6563 LTAA-RXN
RXN0-6563 AKBLIG-RXN
RXN0-6563 RXN0-6982
RXN0-6563 GCVMULTI-RXN
RXN0-6563 RXN0-6983
RXN0-6563 RXN0-6984
RXN0-6563 GLYCOLALDREDUCT-RXN
RXN0-6563 RXN-13418
RXN0-6563 RXN0-6987
RXN0-6563 RXN0-6988
RXN0-6563 RXN0-5234
RXN0-6563 GLYOHMETRANS-RXN
RXN0-6563 PHENYLSERINE-ALDOLASE-RXN
RXN0-6563 RXN0-6564
RXN0-6563 DARABALDOL-RXN
RXN0-6563 GLUTATHIONE-SYN-RXN
RXN0-6563 GLYCOLALD-DEHYDROG-RXN
RXN0-6563 TRANS-RXN-62B
RXN0-6563 GCVP-RXN
RXN0-6563 GLYCINE--TRNA-LIGASE-RXN
RXN0-6563 RXN0-6974
RXN0-6563 RXN0-1641
RXN0-6563 RXN0-6977
RXN0-6563 RXN-6622
RXN0-6563 RXN0-6470
RXN0-6563 GLYRIBONUCSYN-RXN
RXN0-6562 RXN0-305
RXN0-6562 RXN0-300
RXN0-6566 RXN0-5108
RXN0-6566 GMP-REDUCT-RXN
RXN0-6566 COBALAMINSYN-RXN
RXN0-6566 RXN-7609
RXN0-6566 GUANYL-KIN-RXN
RXN0-6566 GUANPRIBOSYLTRAN-RXN
RXN0-5450 RXN0-2042
ENTF-RXN SERINE--TRNA-LIGASE-RXN
ENTF-RXN TRANS-RXN-71
ENTF-RXN PHOSPHASERSYN-RXN
ENTF-RXN TRNA-S-TRANSFERASE-RXN
ENTF-RXN SERINE-O-ACETTRAN-RXN
ENTF-RXN ENTG-RXN
ENTF-RXN GLYOHMETRANS-RXN
ENTF-RXN RXN0-2201
ENTF-RXN RXN0-2382
ENTF-RXN TRYPSYN-RXN
ENTF-RXN ENTMULTI-RXN
ENTF-RXN RXN0-4083
ENTF-RXN RXN0-2161
RXN0-5433 LACTALDDEHYDROG-RXN
RXN0-5433 L-RHAMNONATE-DEHYDRATASE-RXN
RXN0-5433 FUCPALDOL-RXN
RXN0-5433 RHAMNULPALDOL-RXN
RXN0-5433 LACTALDREDUCT-RXN
RXN-8315 RXN0-6973
RXN-8315 RXN0-279
RXN-8315 RXN0-6385
RXN-8315 RXN-13418
RXN-8315 SULFITE-REDUCT-RXN
325-BISPHOSPHATE-NUCLEOTIDASE-RXN ENTDB-RXN
325-BISPHOSPHATE-NUCLEOTIDASE-RXN ENTD-RXN
325-BISPHOSPHATE-NUCLEOTIDASE-RXN HOLO-ACP-SYNTH-RXN
RXN0-5063 RXN0-6359
RXN0-5063 RXN0-6974
RXN0-5063 RNTRACTIV-RXN
RXN0-5063 RXN0-6985
RXN0-5063 PYRIMSYN1-RXN
RXN0-5063 2.8.1.6-RXN
RXN0-5063 HOMOCYSMETB12-RXN
RXN0-5063 RXN0-6721
RXN0-5063 R15-RXN
RXN0-5063 METHIONINE--TRNA-LIGASE-RXN
RXN0-5063 HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
RXN0-5063 MMUM-RXN
RXN0-5063 RXN-12588
RXN0-5063 RXN0-6550
RXN0-5063 RXN0-6948
RXN0-5063 RXN0-4522
RXN0-5437 RXN0-6527
RXN0-5437 RXN0-5311
RXN0-5061 RXN0-5120
RXN0-6575 RXN0-6974
RXN0-6575 RNTRACTIV-RXN
RXN0-6575 RXN0-6985
RXN0-6575 PYRIMSYN1-RXN
RXN0-6575 RXN0-5063
RXN0-6575 HOMOCYSMETB12-RXN
RXN0-6575 RXN0-6721
RXN0-6575 R15-RXN
RXN0-6575 METHIONINE--TRNA-LIGASE-RXN
RXN0-6575 HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
RXN0-6575 MMUM-RXN
RXN0-6575 RXN0-6550
RXN0-6575 RXN0-6948
RXN0-6575 RXN-12093
RXN0-6575 RXN0-4522
RXN0-5055 AKBLIG-RXN
RXN0-5055 ACECOATRANS-RXN
RXN0-5055 BIOTIN-CARBOXYL-RXN
RXN0-5055 ACETOACETYL-COA-TRANSFER-RXN
RXN0-5055 MALTACETYLTRAN-RXN
RXN0-5055 TDPFUCACTRANS-RXN
RXN0-5055 RXN0-5231
RXN0-5055 2.3.1.180-RXN
RXN0-5055 CITSYN-RXN
RXN0-5055 2.3.1.157-RXN
RXN0-5055 MALSYN-RXN
RXN0-5055 RXN0-6948
RXN0-5055 ACETYL-COA-ACETYLTRANSFER-RXN
RXN0-5055 ACP-S-ACETYLTRANSFER-RXN
RXN0-5055 MALONYL-COA-ACP-TRANSACYL-RXN
RXN0-5055 RXN0-1133
RXN0-5055 ACETALD-DEHYDROG-RXN
RXN0-5055 DIHYDLIPACETRANS-RXN
RXN0-5055 RXN0-5418
RXN0-5055 SPERMACTRAN-RXN
RXN0-5055 2.3.1.118-RXN
RXN0-5055 SERINE-O-ACETTRAN-RXN
RXN0-5055 N-ACETYLTRANSFER-RXN
RXN0-5055 2-ISOPROPYLMALATESYN-RXN
RXN0-5055 PHOSACETYLTRANS-RXN
RXN0-5055 KETOACYLCOATHIOL-RXN
RXN0-5055 ACETYL-COA-CARBOXYLTRANSFER-RXN
RXN0-5055 RXN-11475
RXN0-5055 DIAMACTRANS-RXN
RXN0-5055 2.3.1.128-RXN
RXN0-5055 GALACTOACETYLTRAN-RXN
RXN0-5057 RXN0-5122
RXN0-5057 RXN0-5127
RXN0-5057 LAUROYLACYLTRAN-RXN
RXN0-5057 KDOTRANS2-RXN
RXN0-5057 RXN0-5118
RXN0-5057 RXN0-4581
RXN0-5057 RXN0-5061
RXN0-5057 PALMITOTRANS-RXN
DTDPGLUCOSEPP-RXN GLUC1PURIDYLTRANS-RXN
DTDPGLUCOSEPP-RXN RXN0-5184
DTDPGLUCOSEPP-RXN RXN0-5107
DTDPGLUCOSEPP-RXN GALACTURIDYLYLTRANS-RXN
DTDPGLUCOSEPP-RXN DTDPGLUCDEHYDRAT-RXN
DTDPGLUCOSEPP-RXN RXN0-5182
DTDPGLUCOSEPP-RXN GLYCOPHOSPHORYL-RXN
DTDPGLUCOSEPP-RXN GLUCOSE-1-PHOSPHAT-RXN
DTDPGLUCOSEPP-RXN RXN-10639
DTDPGLUCOSEPP-RXN GLUC1PADENYLTRANS-RXN
DTDPGLUCOSEPP-RXN PHOSPHOGLUCMUT-RXN
CARDIOLIPSYN-RXN RXN0-5223
CARDIOLIPSYN-RXN GLYCEROL-1-PHOSPHATASE-RXN
CARDIOLIPSYN-RXN GLYCDEH-RXN
CARDIOLIPSYN-RXN RXN0-20
CARDIOLIPSYN-RXN TRANS-RXN-131
CARDIOLIPSYN-RXN GLYCEROL-KIN-RXN
CARDIOLIPSYN-RXN GLYCEROL-2-PHOSPHATASE-RXN
CARDIOLIPSYN-RXN PGPPHOSPHA-RXN
CARDIOLIPSYN-RXN RXN0-6467
CARDIOLIPSYN-RXN PGLYCEROLTRANSI-RXN
RXN0-5465 RXN0-4641
RXN0-5465 RXN0-6436
RXN0-5464 RXN0-5463
RXN0-5463 RXN0-5464
RXN0-5462 GDPPYPHOSKIN-RXN
RXN0-5462 RXN0-748
RXN0-5462 GDPKIN-RXN
RXN0-5462 GUANYL-KIN-RXN
RXN0-5462 GUANOSINE-DIPHOSPHATASE-RXN
RXN0-5462 GDPREDUCT-RXN
RXN0-2301 ACYLCOADEHYDROG-RXN
RXN0-5469 RXN-10015
RXN0-5469 RXN-10016
RXN0-5469 RXN0-5470
RXN0-5469 RXN0-5461
RXN0-5468 RIBONUCLEOSIDE-DIP-REDUCTI-RXN
RXN0-5468 1.8.4.12-RXN
RXN0-5468 ALKAPHOSPHA-RXN
RXN0-5468 ACID-PHOSPHATASE-RXN
RXN0-5468 RXN0-6385
RXN0-5468 RXN0-6277
RXN0-5468 R4-RXN
RXN0-5468 THIOREDOXIN-REDUCT-NADPH-RXN
RXN0-5468 CARBOXYLESTERASE-RXN
RXN0-5468 RXN-8668
RXN0-5468 ADPREDUCT-RXN
RXN0-5468 ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN
DUDPKIN-RXN DUTP-PYROP-RXN
DEOXYRIBOSE-P-ALD-RXN RXN0-3962
DEOXYRIBOSE-P-ALD-RXN LTAA-RXN
DEOXYRIBOSE-P-ALD-RXN 1TRANSKETO-RXN
DEOXYRIBOSE-P-ALD-RXN TRANSALDOL-RXN
